"RO-NO...
","BOOKED.
DATE","CLOSED.
DATE","DT
","TECH...
NO","LN
","SEQ
NO","M
","HT
","SC
","LBR..
TYPE","PAY.
TYPE","ACTUAL.
HOURS","SOLD...
HOURS","SOLD......
AMOUNT","LABOR.....
COST","OP-CODE...
","DESCRIPTION..
",
,,,,,,,,,,,,,,,,,,
167006, 09MAR21, 09MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.13,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167007, 09MAR21, 09MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.75,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167007, 09MAR21, 09MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.03,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167007, 09MAR21, 09MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.39,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167008, 09MAR21, 09MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.55,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167008, 09MAR21, 09MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.1,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167008, 09MAR21, 09MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.13,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.1,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  C,4,  , ST,   , ISM  ,  ROP,0.08,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  D,5,  , ST,   , ISM  ,  ROP,0.05,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  E,6,  , ST,   , ISM  ,  ROP,0.92,2,285.6,77, 4TIRE     , MOUNT AND BAL,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  F,8,  , ST,   , ISM  ,  ROP,0.52,0.5,71.4,19.25, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  G,9,  , ST,   , ISM  ,  ROP,0.25,0.3,42.84,11.55, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  H,10,  , ST,   , ISM  ,  ROP,0.63,0.2,28.56,7.7, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  I,11,  , ST,   , ISM  ,  ROP,0.13,0.5,71.4,19.25, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  J,12,  , ST,   , ISM  ,  ROP,0.55,2.5,357,96.25, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167029, 19MAR21, 23MAR21, S1,201138,  K,13,  , ST,   , ISM  ,  ROP,1.41,2,285.6,77, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
167030, 11MAR21, 12MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167030, 11MAR21, 12MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,1.68,1,100,38.5, MISC      , CUSTOMER STAT,"        "
,,,,,,,,,,,,,,,,,,
167096, 18MAR21, 18MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.78,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167135, 12MAR21, 29MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,1.8,3.5,357,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167135, 12MAR21, 29MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.38,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167135, 19MAR21, 29MAR21, S1,201138,  C,4,  , ST,   , ISM  ,  ROP,0.2,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167135, 19MAR21, 29MAR21, S1,201138,  D,5,  , ST,   , ISM  ,  ROP,0.47,0.5,71.4,19.25, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167135, 26MAR21, 29MAR21, S1,201138,  E,6,  , ST,   , ISM  ,  ROP,0.75,2,285.6,77, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
167135, 26MAR21, 29MAR21, S1,201138,  G,8,  , ST,   , ISM  ,  ROP,0.28,1.1,152.8,42.35, 4WA       , PERFORM 4 WHE,"        "
,,,,,,,,,,,,,,,,,,
167135, 29MAR21, 29MAR21, S1,201138,  F,7, *, ST,   , ISM  ,  ROP,0.48,0.2,28.56,7.7, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
167135, 29MAR21, 29MAR21, S1,201138,  H,9,  , ST,   , ISM  ,  ROP,0.12,0.5,71.4,19.25, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167136, 18MAR21, 18MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.49,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167154, 12MAR21, 16MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,2.13,3.5,136,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167154, 16MAR21, 16MAR21, S1,201138,  B,2, *, ST,   , ISM  ,  ROP,0.52,1,0,38.5, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167154, 16MAR21, 16MAR21, S1,201138,  C,4,  , ST,   , ISM  ,  ROP,0,0,0,0, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167173, 19MAR21, 19MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.42,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167174, 17MAR21, 17MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.37,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167175, 12MAR21, 12MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.33,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167236, 12MAR21, 15MAR21, S1,201138,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167236, 12MAR21, 15MAR21, S1,201138,  B,2,  , ST,   , CSX  ,  ROP,2.05,1,200,38.5, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,1.76,3.5,357,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.24,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  C,4,  , ST,   , ISM  ,  ROP,0.1,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  D,5,  , ST,   , ISM  ,  ROP,0.23,0.3,42.84,11.55, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  E,6,  , ST,   , ISM  ,  ROP,0.22,0.2,28.56,7.7, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  F,7,  , ST,   , ISM  ,  ROP,0.51,0.5,71.4,19.25, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  G,8,  , ST,   , ISM  ,  ROP,0.24,0.2,28.56,7.7, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
167290, 19MAR21, 26MAR21, S1,201138,  H,9,  , ST,   , ISM  ,  ROP,0.2,2,285.6,77, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
167290, 23MAR21, 26MAR21, S1,201138,  I,10,  , ST,   , ISM  ,  ROP,0.49,0.5,71.4,19.25, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167291, 24MAR21, 24MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.38,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167292, 25MAR21, 14APR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.06,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167306, 26MAR21, 26MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.4,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167307, 25MAR21, 09APR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.92,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167307, 09APR21, 09APR21, S1,201138,  G,9,  , ST,   , ISM  ,  ROP,2.43,0.5,71.4,19.25, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167310, 17MAR21, 18MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.2,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167313, 15MAR21, 15MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,1.27,2.5,81,96.25, UVPV      , PERFORM VALUE,"        "
,,,,,,,,,,,,,,,,,,
167313, 15MAR21, 15MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.31,0.5,50,19.25, PC        , PRESSURE CHEC,"        "
,,,,,,,,,,,,,,,,,,
167313, 15MAR21, 15MAR21, S1,201138,  C,3,  , ST,   , ISM  ,  ROP,0.09,1,0,38.5, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167354, 15MAR21, 15MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.16,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167354, 15MAR21, 15MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.11,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167354, 15MAR21, 15MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.04,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167368, 18MAR21, 18MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167386, 16MAR21, 16MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.3,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167386, 16MAR21, 16MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.02,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167386, 16MAR21, 16MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.13,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167391, 16MAR21, 16MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.2,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167391, 16MAR21, 16MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.06,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167391, 16MAR21, 16MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.12,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167412, 17MAR21, 24MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,1.56,1,0,38.5, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167412, 17MAR21, 24MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167459, 19MAR21, 23MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.2,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167469, 24MAR21, 24MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.3,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167471, 19MAR21, 26MAR21, S1,201138,  C,3,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167476, 18MAR21, 19MAR21, S1,201138,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167476, 18MAR21, 18MAR21, S1,201138,  B,1000, *,   ,   ,      ,84211,0,-3.6,138.6,-138.6,           , OP CODE DENIE,"        "
,,,,,,,,,,,,,,,,,,
167476, 19MAR21, 19MAR21, S1,201138,  B,2, *, ST,   , WS4  ,  ROP,3.62,1.7,293.64,65.45,244301," OIL PAN, SEAL","        "
,,,,,,,,,,,,,,,,,,
167476, 19MAR21, 19MAR21, S1,201138,  B,4,  , ST,   , WS4  ,  ROP,0,3.6,621.83,138.6,244341, OIL PICK UP T,"        "
,,,,,,,,,,,,,,,,,,
167543, 25MAR21, 25MAR21, S1,201138,  B,2, *, ST,   , ISM  ,  ROP,0.25,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167546, 25MAR21, 25MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.29,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167547, 19MAR21, 19MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.33,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,2.4,3.5,357,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.53,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  C,4,  , ST,   , ISM  ,  ROP,0.06,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  D,5,  , ST,   , ISM  ,  ROP,0.19,0.2,28.56,7.7, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  E,6,  , ST,   , ISM  ,  ROP,0.17,0.3,42.84,11.55, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  F,7,  , ST,   , ISM  ,  ROP,0.29,2,285.6,77, BRAKE     , BRAKES & RELA,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  G,8,  , ST,   , ISM  ,  ROP,0.05,0.5,71.4,19.25, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  H,9,  , ST,   , ISM  ,  ROP,0.03,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167564, 26MAR21, 26MAR21, S1,201138,  I,10,  , ST,   , ISM  ,  ROP,1.08,0.2,28.56,7.7, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
167571, 24MAR21, 25MAR21, S1,201138,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167571, 24MAR21, 25MAR21, S1,201138,  B,2,  , ST,   , CMBI ,  ROP,8.34,8,1381.84,308, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
167630, 19MAR21, 19MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.25,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167630, 19MAR21, 19MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.17,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167630, 19MAR21, 19MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.08,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167636, 19MAR21, 19MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.13,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167636, 19MAR21, 19MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.1,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167636, 19MAR21, 19MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.05,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167637, 19MAR21, 19MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.17,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167637, 19MAR21, 19MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.01,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167637, 19MAR21, 19MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.07,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167640, 19MAR21, 19MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.08,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167640, 19MAR21, 19MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.04,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167640, 19MAR21, 19MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.13,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167683, 30MAR21, 30MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.7,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167724, 26MAR21, 26MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.25,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167724, 26MAR21, 26MAR21, S1,201138,  I,12,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167725, 02APR21, 09APR21, S1,201138,  M,13,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167726, 29MAR21, 29MAR21, S1,201138,  C,3, *, ST,   , ISM  ,  ROP,0.45,1,0,38.5, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167727, 25MAR21, 25MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.23,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167735, 15APR21, 15APR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.55,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167735, 15APR21, 15APR21, S1,201138,  L,13,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167736, 24MAR21, 26MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
167736, 24MAR21, 26MAR21, S1,201138,  B,2,  , ST,   , CSX  ,  ROP,1.11,2,400,77, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167736, 24MAR21, 26MAR21, S1,201138,  C,3,  , ST,   , ISM  ,  ROP,0,0,0,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
167740, 25MAR21, 30MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,2.07,3.5,150,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167740, 25MAR21, 30MAR21, S1,201138,  C,3,  , ST,   , ISM  ,  ROP,0.17,0.1,0,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167740, 30MAR21, 30MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167745, 25MAR21, 06MAY21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,0.42,3.5,357,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167745, 25MAR21, 06MAY21, S1,201138,  C,3,  , ST,   , ISM  ,  ROP,0.03,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167745, 25MAR21, 06MAY21, S1,201138,  D,4,  , ST,   , ISM  ,  ROP,0.19,0.5,71.4,19.25, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
167745, 05MAY21, 06MAY21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,1.2,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167745, 06MAY21, 06MAY21, S1,201138,  F,6,  , ST,   , ISM  ,  ROP,1.58,2,285.6,77, BRAKE     , BRAKES & RELA,"        "
,,,,,,,,,,,,,,,,,,
167745, 06MAY21, 06MAY21, S1,201138,  H,10,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167753, 23MAR21, 23MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.2,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167753, 23MAR21, 23MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.12,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167753, 23MAR21, 23MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.06,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167756, 23MAR21, 23MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.23,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167756, 23MAR21, 23MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.23,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167756, 23MAR21, 23MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167757, 23MAR21, 23MAR21, S1,201138,  A,1,  , ST,   , ISP  ,  ROP,0.4,0.7,120.91,26.95, NCP       , PERFORM NEW C,"        "
,,,,,,,,,,,,,,,,,,
167757, 23MAR21, 23MAR21, S1,201138,  C,5,  , ST,   , ISM  ,  ROP,0.03,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167757, 23MAR21, 23MAR21, S1,201138,  D,6,  , ST,   , ISM  ,  ROP,0.35,0.1,8,3.85, LOCKS     , INSTALL WHEEL,"        "
,,,,,,,,,,,,,,,,,,
167783, 29MAR21, 29MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.34,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  A,1,  , ST,   , ISM  ,  ROP,0.9,3.5,357,134.75, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  B,2,  , ST,   , ISM  ,  ROP,0.15,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  C,3,  , ST,   , ISM  ,  ROP,0.62,0.1,5,3.85, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  D,4,  , ST,   , ISM  ,  ROP,0.14,0.5,71.4,19.25, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  E,5,  , ST,   , ISM  ,  ROP,0.18,0.2,28.56,7.7, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  F,6,  , ST,   , ISM  ,  ROP,0.18,0.3,42.84,11.55, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  H,8,  , ST,   , ISM  ,  ROP,0.8,2,285.6,77, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  I,9,  , ST,   , ISM  ,  ROP,0.3,0.2,28.56,7.7, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
167789, 26MAR21, 26MAR21, S1,201138,  K,12,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
167798, 23MAR21, 23MAR21, S1,201138,  B,7,  , ST,   , ISM  ,  ROP,0,1,100,38.5, SMOG      , SMOG INSPECTI,"        "
,,,,,,,,,,,,,,,,,,
